track_id,feature_list
b'TRBDQVN128F425CF6D',"[284.31628, -6.359, 106.361, 0.39741466337671016, 0.653, 0.5920000000000001]"
b'TRBDQYQ128F93214CB',"[249.57342000000003, -7.066, 162.006, 0.3250229328452235, 0.475, 0.517]"
b'TRBDRBO128F9313A38',"[272.95302000000004, -5.521, 162.016, 0.3670079614933384, 0.745, 0.483]"
b'TRBDRBR128F424D5B6',"[255.34649, -6.922999999999999, 142.968, 0.4963514086051873, 0.706, 0.669]"
b'TRBDRCA128F9321DD9',"[223.92118, -12.532, 96.26100000000001, 0.4057489564211844, 0.7659999999999999, 0.688]"
b'TRBDRCG12903CAEAEC',"[289.27955, -6.776, 160.05, 0.3668472075699554, 0.042, 0.22699999999999998]"
b'TRBDRCK128F92F738B',"[293.38077000000004, -6.3420000000000005, 149.234, 0.4318541832388621, 0.73, 0.6920000000000001]"
b'TRBDREO128F427F114',"[206.18403999999998, -11.429, 174.395, 0.4681587563579458, 0.20199999999999999, 0.348]"
b'TRBDRFM128F9301DAD',"[277.83791, -9.947000000000001, 110.12299999999999, 0.3441981874832948, 0.634, 0.473]"
b'TRBDRHL128F1474BBC',"[254.30159, -5.415, 89.48100000000001, 0.357482871448918, 0.731, 0.428]"
b'TRBDRIN128F9308ABF',"[267.31057000000004, -11.947000000000001, 128.48, 0.3615879415321665, 0.316, 0.49]"
b'TRBDRIR128F4241358',"[267.78077, -2.818, 123.03299999999999, 0.3507066599004364, 0.65, 0.619]"
b'TRBDRIT128F42929A1',"[215.27465, -8.089, 95.19200000000001, 0.5436811066612864, 0.0, 0.0]"
b'TRBDROB128F93093CA',"[300.14649, -15.309000000000001, 89.095, 0.4403707306661184, 0.19399999999999998, 0.48]"
b'TRBDRSG128F92D2583',"[164.20526, -6.035, 93.507, 0.3603493920691141, 0.49, 0.183]"
b'TRBDRTN12903D021D9',"[228.91057, -7.047999999999999, 86.104, 0.5950694072696967, 0.47700000000000004, 0.52]"
b'TRBDRUE12903CD596D',"[243.25179, -7.8, 142.21200000000002, 0.37536726672690207, 0.502, 0.294]"
b'TRBDSDF12903CAF042',"[150.7522, -1.827, 154.995, 0.3668472075699554, 0.563, 0.478]"
b'TRBDSFL128F4281D0B',"[137.89995, -15.279000000000002, 63.086999999999996, 0.3302126989009335, 0.518, 0.624]"
b'TRBDSFP128E07937B9',"[243.9571, -10.847000000000001, 137.937, 0.48894420136023403, 0.598, 0.664]"
b'TRBDSGK128F92F2C59',"[258.76853, -4.9639999999999995, 95.103, 0.586086206760435, 0.546, 0.46299999999999997]"
b'TRBDSLA128F4288246',"[267.2322, -9.272, 123.755, 0.5559688037518089, 0.49700000000000005, 0.363]"
b'TRBDSNM128F930A19E',"[237.53097999999997, -13.277999999999999, 61.305, 0.375054445896501, 0.141, 0.499]"
b'TRBDSPH12903CA2967',"[260.0224, -5.048, 145.941, 0.3875616965633304, 0.235, 0.254]"
b'TRBDSPX12903CFA94C',"[365.60934, -16.691, 119.90100000000001, 0.38091717062497904, 0.013999999999999999, 0.309]"
b'TRBDSQE128E079325F',"[384.7571, -9.947000000000001, 134.804, 0.3621744908204894, 0.40700000000000003, 0.446]"
b'TRBDSQS128F930371C',"[216.58077000000003, -7.192, 122.015, 0.2554103094339133, 0.254, 0.569]"
b'TRBDSUH128F9312296',"[241.65832000000003, -9.124, 93.292, 0.18318247139389612, 0.6970000000000001, 0.765]"
b'TRBDSWA128F92FE70A',"[186.3571, -10.047, 95.866, 0.5432255210454612, 0.752, 0.6709999999999999]"
b'TRBDSXN128F4293DA9',"[264.22812000000005, -3.653, 137.953, 0.39649035191181803, 0.5720000000000001, 0.574]"
b'TRBDSXV128F92F5B43',"[318.82403999999997, -4.996, 230.041, 0.4872029945562743, 0.5770000000000001, 0.57]"
b'TRBDTEG128F4265CC9',"[184.05832, -14.32, 79.60600000000001, 0.4718699458542432, 0.161, 0.578]"
b'TRBDTFI12903CFC3F1',"[230.3473, -10.6, 121.73899999999999, 0.1041016658320962, 0.485, 0.578]"
b'TRBDTGV128F934BD84',"[257.82812, -6.766, 108.634, 0.31311203183459, 0.93, 0.642]"
b'TRBDTNY128F9327A10',"[253.02159, -8.885, 131.564, 0.4821000189203226, 0.21100000000000002, 0.396]"
b'TRBDTWR128F149E9B7',"[190.74567, -12.7, 98.98700000000001, 0.4233561060944793, 0.51, 0.515]"
b'TRBDTXD12903CE7192',"[194.76853, -9.457, 180.00900000000001, 0.3550087687285696, 0.201, 0.195]"
b'TRBDTZX128F92DFA66',"[223.89506, -6.103, 127.969, 0.5755012051454431, 1.0, 0.815]"
b'TRBDUAQ128F427154D',"[250.48771000000002, -7.6579999999999995, 103.02, 0.4408350067130934, 0.5720000000000001, 0.426]"
b'TRBDUAZ128F92D718A',"[190.82404, -9.248, 98.01100000000001, 0.4577115115587249, 0.429, 0.431]"
b'TRBDUKK128F4241E90',"[224.28689, -11.607000000000001, 125.604, 0.5199654792867565, 0.402, 0.439]"
b'TRBDUMD128F9327534',"[287.08526, -11.574000000000002, 82.124, 0.4975687342818996, 0.513, 0.516]"
b'TRBDUPX128F932C89B',"[150.17751, -22.083000000000002, 88.49, 0.3825457946011871, 0.0, 0.0]"
b'TRBDUSM128F9339A13',"[295.60118, -12.397, 65.941, 0.4356840702087019, 0.8759999999999999, 0.607]"
b'TRBDUUD128F930723F',"[186.69669, -17.424, 90.854, 0.3658223691365675, 0.703, 0.75]"
b'TRBDUWE128EF3583EA',"[223.81669, -10.38, 140.003, 0.3278752947930538, 0.9079999999999999, 0.765]"
b'TRBDUXD128F148328A',"[293.19791000000004, -6.229, 150.003, 0.5602055463890734, 0.23800000000000002, 0.34299999999999997]"
b'TRBDUXF128F4232689',"[229.53751, -25.342, 158.569, 0.3184586233333446, 0.74, 0.762]"
b'TRBDUYE12903CB246F',"[279.90159, -6.053999999999999, 74.48100000000001, 0.35842358619956016, 0.214, 0.327]"
b'TRBDVBK128F4263798',"[122.72281000000001, -12.663, 66.932, 0.36278294075354944, 0.597, 0.381]"
b'TRBDVCW128F427C875',"[71.88853, -12.015, 120.23200000000001, 0.3672437661548096, 0.08900000000000001, 0.439]"
b'TRBDVFB128F9339FCC',"[179.93098, -14.84, 77.806, 0.395273631551009, 0.026000000000000002, 0.433]"
b'TRBDVJF128E078894B',"[399.98649, -9.272, 66.41, 0.6472247237795797, 0.737, 0.682]"
b'TRBDVLN128E078C6FB',"[381.30893, -11.995999999999999, 171.94400000000002, 0.4514660603634324, 0.5, 0.542]"
b'TRBDVPR128F9313EF3',"[459.93751, -14.8, 105.14200000000001, 0.3645865754085436, 0.506, 0.5660000000000001]"
b'TRBDVTP12903CD152B',"[258.2722, -11.599, 105.027, 0.3071077698125448, 0.431, 0.539]"
b'TRBDVVN128F4285CC6',"[152.92036000000002, -7.132000000000001, 152.343, 0.41483494074327226, 0.823, 0.5870000000000001]"
b'TRBDVVT128F4279D11',"[252.99546, -11.672, 90.99799999999999, 0.5502122435716671, 0.502, 0.37799999999999995]"
b'TRBDVWE128F92F930A',"[162.61178999999998, -19.345, 39.899, 0.2351188911815233, 0.0, 0.0]"
b'TRBDVZL128F92F579F',"[216.94648999999998, -9.181000000000001, 94.0, 0.4295471219904627, 0.527, 0.606]"
b'TRBDWBW128F932C973',"[147.69586999999999, -9.877, 134.02100000000002, 0.3544547084781845, 0.7909999999999999, 0.545]"
b'TRBDWCU128F4223233',"[297.79546, -5.579, 54.192, 0.3650264377422085, 0.524, 0.44799999999999995]"
b'TRBDWDQ128F1455787',"[232.07137999999998, -6.348, 143.69899999999998, 0.6088490185706534, 0.504, 0.562]"
b'TRBDWEU128F42660FF',"[120.94649, -14.77, 137.465, 0.3185360299358178, 0.9179999999999999, 0.792]"
b'TRBDWJW128F145B1C0',"[158.14485, -12.948, 130.422, 0.30584974433575296, 0.5870000000000001, 0.613]"
b'TRBDWLE128F42B3112',"[209.13586999999998, -8.852, 123.43799999999999, 0.5437060505168373, 0.337, 0.429]"
b'TRBDWMK12903CED145',"[132.07465, -7.115, 222.916, 0.2443005091585499, 0.48100000000000004, 0.521]"
b'TRBDWND128F9310537',"[240.45668999999998, -6.513, 120.406, 0.399265149721187, 0.266, 0.121]"
b'TRBDWRY128F427991E',"[551.91465, -17.293, 113.447, 0.544257505724526, 0.439, 0.465]"
b'TRBDWTJ128F9358452',"[153.36444, -14.874, 114.805, 0.4145895696931074, 0.83, 0.62]"
b'TRBDWXK128F930E6DD',"[217.83465, -5.267, 108.941, 0.4174104669000103, 0.887, 0.7509999999999999]"
b'TRBDXDO128F14A1CD1',"[82.31138, -15.409, 124.89399999999999, 0.33126049430409904, 0.0, 0.253]"
b'TRBDXIM128F427ABDA',"[289.38403999999997, -3.573, 117.36200000000001, 0.7665454507572961, 0.47600000000000003, 0.475]"
b'TRBDXIX128F93256CB',"[214.83057000000002, -7.016, 86.991, 0.5155975677296426, 0.038, 0.47700000000000004]"
b'TRBDXKI128F9325211',"[437.31546, -12.948, 69.11399999999999, 0.3842305629725106, 0.065, 0.305]"
b'TRBDXLZ12903CC8988',"[17.73669, -38.148, 219.56900000000002, 0.35329028976873145, 0.006999999999999999, 0.171]"
b'TRBDXOD128F422C47B',"[1.2273, -29.105999999999998, 0.0, 0.39762053508106665, 0.0, 0.0]"
b'TRBDXOG128F427031F',"[33.09669, -11.443, 156.02100000000002, 0.0, 0.545, 0.528]"
b'TRBDXQL128F424392E',"[242.12852999999998, -16.69, 110.82799999999999, 0.4041576710256122, 0.242, 0.293]"
b'TRBDXVN128F42334DD',"[205.00853, -8.165, 100.44, 0.5396443124242588, 0.593, 0.514]"
b'TRBDYAC128F4249498',"[258.0371, -5.997000000000001, 97.979, 0.3280733049127533, 0.72, 0.636]"
b'TRBDYDF128F92DF9F2',"[168.51546000000002, -12.908, 98.06299999999999, 0.4175933172814051, 0.478, 0.542]"
b'TRBDYEF128F423DC43',"[240.97914, -9.328, 90.719, 0.6295148000131604, 0.6920000000000001, 0.637]"
b'TRBDYEJ128F9320633',"[117.75955, -15.812000000000001, 107.675, 0.3475988886835368, 0.0, 0.14800000000000002]"
b'TRBDYFY128F93330AA',"[451.29098, -12.242, 106.18700000000001, 0.4605157417010662, 0.653, 0.525]"
b'TRBDYHX128F14ADE2B',"[215.61424, -14.292, 108.01299999999999, 0.6373023425023422, 0.711, 0.752]"
b'TRBDYIC128F92F1D17',"[225.48852999999997, -4.805, 94.65299999999999, 0.4254506138636907, 0.31, 0.297]"
b'TRBDYIF128F4294F19',"[155.16689, -13.921, 96.47399999999999, 0.3717110940407555, 0.603, 0.63]"
b'TRBDYKO128F423829E',"[152.31955, -14.02, 116.045, 0.34154441251964296, 0.099, 0.33899999999999997]"
b'TRBDYNW128F425E6BE',"[240.3522, -5.7, 140.496, 0.3981810549843257, 0.892, 1.0]"
b'TRBDYOL128F4278838',"[345.7824, -9.423, 93.068, 0.4037948591845709, 0.779, 0.40299999999999997]"
b'TRBDYTE128F931F2F0',"[451.49995, -10.665, 126.01899999999999, 0.3111231101322329, 0.071, 0.183]"
b'TRBDYYN128F92F383F',"[198.3473, -5.121, 84.186, 0.43425334123607984, 0.7190000000000001, 0.745]"
b'TRBDZBH12903CE85E4',"[206.57587, -7.736000000000001, 119.947, 0.3895355761888646, 0.76, 0.628]"
b'TRBDZES128F424080B',"[259.23873, -24.424, 161.191, 0.36093233451452944, 0.49, 0.561]"
b'TRBDZPG128F9355D41',"[184.00608, -4.395, 118.656, 0.30474365953929233, 0.023, 0.226]"
b'TRBDZSK128F92F8E05',"[215.53587000000002, -6.32, 75.017, 0.4187362051246881, 0.45799999999999996, 0.44]"
b'TRBDZVP12903CC0089',"[291.97016, -6.3420000000000005, 168.0, 0.41889470470197177, 0.019, 0.41]"
b'TRBEACH128EF341C45',"[302.49751000000003, -8.589, 190.01, 0.4985636112679809, 0.13699999999999998, 0.44]"
b'TRBEADA128F1455D45',"[163.60443999999998, -11.440999999999999, 123.825, 0.3648176175489906, 0.536, 0.536]"
b'TRBEAJB128F4214A06',"[194.7424, -7.347, 187.28400000000002, 0.33353892446888, 0.040999999999999995, 0.254]"
b'TRBEAMO128F425B75F',"[229.53751, -5.426, 139.629, 0.7257460818523215, 0.264, 0.384]"
b'TRBEAOU128E0798350',"[183.48363, -8.794, 112.006, 0.2816842273257173, 0.574, 0.568]"
b'TRBEARH128F422A535',"[439.17015999999995, -15.037, 124.05, 0.3801544645883343, 0.0, 0.0]"
b'TRBEATE128E078F0D8',"[302.28853, -4.621, 120.72, 0.7188914556702095, 0.18899999999999997, 0.035]"
b'TRBEATF128F9309E63',"[252.9171, -7.742000000000001, 221.796, 0.2547464398514403, 0.691, 0.542]"
b'TRBEAWP128F422B4D1',"[47.464040000000004, -11.088, 72.685, 0.3942171989010042, 0.0, 0.0]"
b'TRBEAXM12903CC63F5',"[202.52688999999998, -7.752999999999999, 109.601, 0.3558990384589251, 0.852, 0.7090000000000001]"
b'TRBEAXZ128F424347B',"[216.99873, -5.4639999999999995, 91.988, 0.4680325279676247, 0.155, 0.256]"
b'TRBEAYH12903CBC75F',"[186.14812, -2.6439999999999997, 110.459, 0.0, 0.001, 0.10800000000000001]"
b'TRBEAZN128F14858B3',"[210.18077000000002, -10.892999999999999, 189.859, 0.3438444994144512, 0.929, 0.8490000000000001]"
b'TRBEBAS128F92EAC23',"[348.60363, -10.347000000000001, 106.507, 0.4953066934111158, 0.5539999999999999, 0.522]"
b'TRBEBEZ128E0792F08',"[191.39873, -9.316, 111.829, 0.5145233784406406, 0.7929999999999999, 0.721]"
b'TRBEBFU128F14971BD',"[403.61751, -9.052999999999999, 131.013, 0.584116573123994, 0.4, 0.43200000000000005]"
b'TRBEBNV128F423783D',"[111.49016, -8.889, 115.76299999999999, 0.4043926401547713, 0.396, 0.312]"
b'TRBEBTR128F932CD6B',"[167.00036, -10.62, 139.628, 0.3763259602292712, 0.868, 0.865]"
b'TRBEBUU128F92C945D',"[449.2273, -20.101, 106.307, 0.4303002791079415, 0.746, 0.696]"
b'TRBEBVZ128F425A660',"[317.83137999999997, -14.989, 174.05900000000003, 0.5074642431149818, 0.46799999999999997, 0.575]"
b'TRBEBWG128F93214A4',"[286.30159, -8.204, 109.25299999999999, 0.7870054686892299, 0.34, 0.43700000000000006]"
b'TRBEBWN128F933D21F',"[236.87791, -5.564, 123.382, 0.41154581362172904, 0.629, 0.597]"
b'TRBEBYV128F14A0B65',"[262.21668999999997, -6.4, 132.998, 0.5081770851783957, 0.56, 0.465]"
b'TRBECAL128F4270F27',"[368.1171, -12.157, 58.387, 0.4002217563989701, 0.85, 0.562]"
b'TRBECBM128F426AA34',"[295.33995, -5.676, 161.868, 0.4814269364777582, 0.649, 0.7390000000000001]"
b'TRBECBY128F148B6F3',"[170.762, -23.086, 112.4, 0.3412887233007841, 0.213, 0.331]"
b'TRBECDN128F4225717',"[147.9571, -13.842, 155.815, 0.3569841536258761, 0.9590000000000001, 0.7929999999999999]"
b'TRBECGH12903CC2304',"[239.0722, -7.4270000000000005, 152.887, 0.4464456618279216, 0.113, 0.33899999999999997]"
b'TRBECIP128F42515B1',"[253.57016000000002, -7.268, 155.827, 0.41460958470662296, 0.851, 0.489]"
b'TRBECKU128F428B08A',"[228.44036, -6.922999999999999, 95.932, 0.3683367822461324, 0.11800000000000001, 0.295]"
b'TRBECMV128F427614B',"[149.78566999999998, -9.979, 124.25299999999999, 0.38958978111331777, 0.447, 0.38]"
b'TRBECNW128F426BE82',"[273.52771, -5.558, 129.991, 0.7870054686892299, 0.226, 0.354]"
b'TRBECNX128F92FA80F',"[341.65506, -22.404, 136.778, 0.37693998444161575, 0.612, 0.68]"
b'TRBECRX128F423B50B',"[220.08118, -5.766, 110.156, 0.3633414624452025, 0.28, 0.511]"
b'TRBECST12903CDC40B',"[174.81098, -9.315, 110.065, 0.2386963500981182, 0.037000000000000005, 0.46799999999999997]"
b'TRBECUJ128F14B0BA7',"[163.7873, -20.32, 120.039, 0.346683794514244, 0.733, 0.757]"
b'TRBECVD128F92F9E21',"[198.39955, -16.686, 83.461, 0.38811277380636255, 0.545, 0.627]"
b'TRBEDBC128F145B134',"[257.95873, -10.982999999999999, 103.77, 0.4230219215750594, 0.1, 0.508]"
b'TRBEDHB12903CDB820',"[259.94404, -9.12, 152.46200000000002, 0.4332438337235128, 0.8220000000000001, 0.645]"
b'TRBEDIR128F4250FBD',"[234.44852999999998, -9.878, 149.689, 0.42498392804946905, 0.301, 0.41200000000000003]"
b'TRBEDLE128F933039C',"[137.29914, -12.645, 116.257, 0.35144954073431905, 0.41, 0.564]"
b'TRBEDRW128F425F424',"[171.62403999999998, -11.212, 150.95, 0.3842902280818292, 0.10099999999999999, 0.439]"
b'TRBEDTM128F4255119',"[163.29098, -8.189, 90.06299999999999, 0.0, 0.001, 0.154]"
b'TRBEDVH128F14599C7',"[199.94077, -6.468999999999999, 101.786, 0.5421751655888957, 0.698, 0.703]"
b'TRBEDXK128F14A7EC0',"[325.04118, -12.269, 110.65100000000001, 0.2561950890104329, 0.5489999999999999, 0.402]"
b'TRBEDZL128F425A2E7',"[287.9473, -8.212, 132.106, 0.33750728916593725, 0.207, 0.371]"
b'TRBEEAF128F92E6382',"[153.88689, -5.394, 187.87400000000002, 0.2792557598816767, 0.504, 0.647]"
b'TRBEEDK128F424D995',"[203.54567, -1.217, 178.518, 0.5666228875581625, 0.299, 0.693]"
b'TRBEEEP128F426C17D',"[245.96853, -4.301, 100.01299999999999, 0.5692399537354433, 0.53, 0.578]"
b'TRBEEJH128F92FAC0D',"[291.63057000000003, -8.933, 128.991, 0.3852101780459525, 0.048, 0.335]"
b'TRBEEJS128F9340A8B',"[297.66485, -6.454, 215.34900000000002, 0.4108507871165923, 0.33899999999999997, 0.413]"
b'TRBEELS128F42B63A8',"[344.05832000000004, -10.634, 167.753, 0.3493663611090005, 0.745, 0.713]"
b'TRBEEMB128F9320082',"[261.17179, -6.281000000000001, 178.53099999999998, 0.4585920249078077, 0.087, 0.272]"
b'TRBEEQF128F4283395',"[433.37098, -14.057, 84.87, 0.6277651347772472, 0.20199999999999999, 0.498]"
b'TRBEEQG128F42732AB',"[446.24934, -20.226, 92.34100000000001, 0.2575154034743785, 0.0, 0.185]"
b'TRBEERY128F4231A2E',"[255.73832000000002, -6.1370000000000005, 143.881, 0.5330853751571502, 0.672, 0.621]"
b'TRBEEWC128F9344A22',"[203.38893000000002, -7.7620000000000005, 103.995, 0.23013079375223386, 0.374, 0.48100000000000004]"
b'TRBEEWS12903CD0B60',"[210.54648999999998, -3.275, 100.07799999999999, 0.2346253142764557, 0.124, 0.5]"
b'TRBEFAS128F4262569',"[165.19791, -8.645, 183.513, 0.2432384475572016, 0.08800000000000001, 0.245]"
b'TRBEFDI12903CCF154',"[164.25751, -13.427, 91.51700000000001, 0.3180206467909012, 0.9009999999999999, 0.608]"
b'TRBEFFA128F930F017',"[208.09098, -5.6370000000000005, 133.994, 0.4351446716776045, 0.884, 0.7659999999999999]"
b'TRBEFFG128E0793C24',"[260.17914, -6.0760000000000005, 61.593, 0.5171704806315667, 0.532, 0.515]"
b'TRBEFJE128F932139E',"[258.42893, -13.63, 100.02, 0.34459281657928165, 0.73, 0.787]"
b'TRBEFKV128F930114A',"[270.00118, -17.793, 151.997, 0.3449688462152366, 0.546, 0.588]"
b'TRBEFQB128F932138A',"[280.0322, -7.625, 150.061, 0.34459281657928165, 0.7440000000000001, 0.8079999999999999]"
b'TRBEFQY128F932EE3F',"[81.71056999999999, -23.465, 244.268, 0.5603808051579506, 0.474, 0.589]"
b'TRBEFUY12903C98485',"[494.15790999999996, -16.708, 134.828, 0.0, 0.535, 0.659]"
b'TRBEFWM128F428EFA8',"[244.08771000000002, -5.539, 120.212, 0.4116889597857789, 0.32299999999999995, 0.47]"
b'TRBEGAV12903D16172',"[42.68363, -5.601, 136.191, 0.3199272423888324, 0.154, 0.5]"
b'TRBEGHL128F92F76E8',"[223.26812, -7.532, 100.404, 0.5829215764506247, 0.395, 0.461]"
b'TRBEGJR128F4275E2E',"[121.73016000000001, -13.399000000000001, 121.47, 0.3593247265042633, 0.094, 0.091]"
b'TRBEGKI12903CBD34C',"[152.97261, -11.947000000000001, 94.51299999999999, 0.4050803533252499, 0.508, 0.44299999999999995]"
b'TRBEGMG128F92FD7C4',"[208.16933999999998, -5.896, 167.935, 0.3233207311421996, 0.628, 0.687]"
b'TRBEGMU128F9325473',"[398.54975, -6.492000000000001, 87.527, 0.3963562369451036, 0.195, 0.226]"
b'TRBEGQC12903CAB228',"[393.84771, -9.857000000000001, 124.04299999999999, 0.4744281728989324, 0.062, 0.278]"
b'TRBEGWL128F423F4F1',"[443.37587, -4.28, 85.321, 0.364787348408113, 0.0, 0.0]"
b'TRBEHAS128F933A549',"[324.25751, -15.969000000000001, 89.88, 0.39717904259160935, 0.359, 0.289]"
b'TRBEHBS128F4233471',"[213.7073, -7.754, 112.051, 0.3695057504791091, 0.191, 0.348]"
b'TRBEHDI128F930D7C2',"[322.19383, -5.815, 84.639, 0.3634668864790582, 0.56, 0.428]"
b'TRBEHEY128F92C2852',"[305.94567, -7.34, 157.996, 0.543954417055839, 0.262, 0.43]"
b'TRBEHFA128F145B3DA',"[221.93587000000002, -13.035, 121.615, 0.3828430622091098, 0.529, 0.575]"
b'TRBEHGH128E078DEDE',"[54.12526, -16.453, 85.875, 0.6002824907473767, 0.517, 0.501]"
b'TRBEHHL128F92E90F5',"[211.35627999999997, -6.574, 120.985, 0.4431168739857456, 0.26899999999999996, 0.361]"
b'TRBEHHY12903CF3AE8',"[176.5873, -17.59, 115.771, 0.3225499654741361, 0.083, 0.293]"
b'TRBEHKV128F92F93DF',"[440.18892999999997, -10.440999999999999, 126.96600000000001, 0.5602055463890734, 0.5379999999999999, 0.526]"
b'TRBEHNT128E0792546',"[289.12281, -6.724, 89.296, 0.5171704806315667, 0.8190000000000001, 0.556]"
b'TRBEHTC128F42150EB',"[239.43791000000002, -11.102, 80.039, 0.35697025986249137, 0.7859999999999999, 0.741]"
b'TRBEHVM128F93506BD',"[227.89179, -12.147, 168.989, 0.2959679840471214, 0.746, 0.7759999999999999]"
b'TRBEIAM12903CF4476',"[176.43057, -8.504, 112.613, 0.5432255210454612, 0.185, 0.326]"
b'TRBEIBI12903CBD2B6',"[166.24281000000002, -5.797000000000001, 107.669, 0.4268926808679437, 0.828, 0.608]"
b'TRBEIBI12903CC4C7B',"[295.13097999999997, -12.512, 147.08700000000002, 0.37225120793006455, 0.924, 0.755]"
b'TRBEIKK128F14628D6',"[241.24036, -8.077, 153.474, 0.4021670475170316, 0.0, 0.306]"
b'TRBEIKX12903CCAAE5',"[404.68852999999996, -8.45, 88.132, 0.2842344668072012, 0.6509999999999999, 0.6890000000000001]"
b'TRBEIRT128F42A6680',"[206.8371, -5.653, 163.60399999999998, 0.5004591506589332, 0.292, 0.45799999999999996]"
b'TRBEISL128F931B107',"[210.49424, -5.507999999999999, 126.294, 0.5051816158691929, 0.9009999999999999, 0.636]"
b'TRBEISX128F9322F51',"[233.03791, -4.329, 131.059, 0.3138666001571988, 0.276, 0.318]"
b'TRBEIVC128F9320E95',"[217.57342000000003, -10.786, 186.44, 0.667294595643469, 0.866, 0.769]"
b'TRBEIYU128F92E88A9',"[123.402, -15.419, 226.146, 0.4381682261822423, 0.8859999999999999, 0.688]"
b'TRBEJCS128F4249EA2',"[170.23955, -8.714, 119.693, 0.2663430816204065, 0.618, 0.69]"
b'TRBEJDZ128F92D02F8',"[348.21179, -17.722, 94.223, 0.31055608317952577, 0.611, 0.758]"
b'TRBEJFD128F93222D8',"[70.03383000000001, -4.665, 164.21599999999998, 0.2965536905119507, 0.155, 0.345]"
b'TRBEJHM12903CBE801',"[14.863220000000002, -6.53, 73.531, 0.0, 0.0, 0.0]"
b'TRBEJHQ128F421EFD2',"[164.12689, -17.875999999999998, 96.859, 0.4048271165593455, 0.6779999999999999, 0.496]"
b'TRBEJKS128F426D823',"[217.25995, -19.769000000000002, 116.044, 0.3789698005016593, 0.535, 0.484]"
b'TRBEJKW128F92FCEED',"[293.95546, -11.708, 112.281, 0.3462021601410216, 0.6459999999999999, 0.49700000000000005]"
b'TRBEJVP128F429D21B',"[235.20608, -8.045, 138.311, 0.0, 0.413, 0.414]"
b'TRBEJYW128F93018AF',"[200.75056999999998, -15.137, 137.835, 0.5130656545045009, 0.45399999999999996, 0.456]"
b'TRBEKDE128F92E7486',"[207.77751, -5.922000000000001, 101.994, 0.3533647670234757, 0.047, 0.069]"
b'TRBEKGF12903CBE1C6',"[219.95057000000003, -17.493, 88.04, 0.0, 0.47100000000000003, 0.4]"
b'TRBEKGR128F425DA44',"[327.1571, -5.234, 138.657, 0.5351630421238075, 0.599, 0.532]"
b'TRBEKJN128F42891EE',"[235.65016, -6.171, 152.017, 0.3705666836763819, 0.486, 0.353]"
b'TRBEKLP128F92FB2BD',"[225.72362999999999, -12.62, 128.578, 0.3019472126925628, 0.359, 0.36]"
b'TRBEKMX128F92D7B75',"[445.17832000000004, -3.891, 134.188, 0.7136698195798281, 0.389, 0.5489999999999999]"
b'TRBEKNV128F9326A8A',"[189.20443999999998, -3.11, 149.998, 0.5963503376386131, 0.024, 0.449]"
b'TRBELAZ128F422B87F',"[463.59465, -9.932, 208.832, 0.3906412358783116, 0.524, 0.431]"
b'TRBELDP128F427EDD0',"[132.70158999999998, -4.123, 133.898, 0.22251697531460474, 0.59, 0.5]"
b'TRBELIO128F428F322',"[90.69669, -9.282, 130.752, 0.379960766975078, 0.77, 0.685]"
b'TRBELUA12903CB0371',"[128.91383000000002, -16.174, 138.489, 0.31962677591740224, 0.564, 0.48700000000000004]"
b'TRBELVP128F93263B8',"[556.69506, -10.252, 130.011, 0.0, 0.044000000000000004, 0.172]"
b'TRBELXO128F427CAFA',"[131.36934, -9.815, 105.395, 0.15726743041262986, 0.693, 0.6990000000000001]"
b'TRBELYI128F147E20B',"[315.08853, -12.93, 118.60600000000001, 0.4161730646266773, 0.667, 0.988]"
b'TRBEMAH128F424215B',"[291.57832, -10.073, 113.837, 0.4953066934111158, 0.428, 0.373]"
b'TRBEMBM128F9324F2B',"[262.84362999999996, -12.265999999999998, 153.909, 0.3738328943653639, 0.664, 0.762]"
b'TRBEMDL128F424ABD6',"[413.04771, -7.55, 130.10299999999998, 0.3677447423876351, 0.163, 0.41100000000000003]"
b'TRBEMJC128F14A6E0D',"[315.03628, -10.1, 118.175, 0.4639000947923324, 0.568, 0.397]"
b'TRBEMMZ128F145C514',"[481.48852999999997, -15.466, 137.51, 0.3078629003228008, 0.624, 0.499]"
b'TRBEMRD128F426DEC7',"[154.61831999999998, -24.385, 138.257, 0.3275438133781237, 0.267, 0.401]"
b'TRBEMTB128F14ACBDF',"[77.60934, -17.944000000000003, 82.556, 0.4507798906868232, 0.267, 0.621]"
b'TRBEMTF128F42660CA',"[200.07138, -4.737, 162.909, 0.3494579290257509, 0.67, 0.626]"
b'TRBENBG12903CF94B4',"[395.93751000000003, -13.585, 106.32799999999999, 0.3385750264572123, 0.39, 0.498]"
b'TRBENCK128F4232BB2',"[213.002, -6.669, 140.001, 0.3396275610443634, 0.20800000000000002, 0.214]"
b'TRBENDH128F1467D62',"[175.25506000000001, -11.950999999999999, 152.942, 0.5324458709594074, 0.5820000000000001, 0.345]"
b'TRBENHU12903CB6830',"[229.51137999999997, -10.685, 156.414, 0.3100654245376209, 0.757, 0.703]"
b'TRBENIG128F92F281E',"[41.16853, -20.678, 89.48299999999999, 0.3684550906517637, 0.956, 0.655]"
b'TRBENNA12903D0411A',"[141.06077, -13.425, 181.018, 0.3517177511209014, 0.06, 0.41200000000000003]"
b'TRBENOX128F4243501',"[236.5122, -6.564, 141.982, 0.3502138249441181, 0.6559999999999999, 0.612]"
